id,tag,content,solution,answer
79,ELECTRICITY,"In vacuum, there is a plane wave with angular frequency $\omega$ propagating in the $\pmb{x}$ direction, given by $\begin{array}{r}{\vec{E}(x,y,z,t)=E_{0}\cos(\omega t-k x)\hat{y},}\end{array}$ $\begin{array}{r}{\vec{B}(x,y,z,t)=\frac{E_{0}}{c}\cos(\omega t-k x)\hat{z},k=\frac{\omega}{c}.}\end{array}$  
The electromagnetic wave propagates in the $\pmb{x}$ direction with amplitude $E_0$. An ideal mirror has an angle $\pmb{\theta}$ with the direction $-\hat{\pmb{x}}$, and has velocity $\pmb{v}$, such that the wave is incident on the mirror in its reference frame. Find the radiation pressure $_{p_{2}}$, expressing the answer using $I_{0}={\textstyle\frac{1}{2}}\varepsilon_{0}E_{0}^{2}c$. The permittivity in vacuum is $\epsilon_0$, the speed of light in vacuum is $c$, and consider special relativity.",,
520,ELECTRICITY,"

---

A ring with mass $m$, charge $q$, and radius $R$, which is uniformly charged, homogeneous, and made of insulating material, is located on a smooth horizontal surface. The plane of the ring coincides with the surface of the ground. Friction between the ground and the ring is negligible. In the space above, there exists a non-uniform magnetic field directed vertically upward (in the $-z$ direction), given by ${{B}}={{B_{0}}}+k{{x}}$. Initially, the center of the ring is located at the origin. Analyze the motion of the ring after being subjected to a small perturbation along the positive $x$ direction.  

The ring will undergo small oscillations in the $x$ direction. Ignoring higher-order small terms of $x$, find the period of small oscillations in the $x$ direction.

---",,
447,ELECTRICITY,"A small permanent magnetic needle can be considered as a current loop with a very small radius, and its magnetic moment $\mu$ is given by $\mu=I S$, where $I$ is the constant current strength of the loop, $S=\pi R^{2}$, and $R$ is the radius of the current loop. The direction of the magnetic moment is perpendicular to the plane of the current loop and follows the right-hand rule with the direction of the current. Two small magnetic needles, A and B, have a constant magnetic moment of size $\mu$ and a mass of $m$. We establish a coordinate system by taking the downward vertical direction as the positive $z$ axis. Magnetic needle A is fixed at the origin $\mathrm{o}$ of this coordinate system, with its magnetic moment pointing in the positive $x$ direction; magnetic needle B is placed directly below A. The magnetic permeability of vacuum is given as $\mu_{\mathrm{0}}$, and the gravitational acceleration is $g$.   Assuming the magnetic moment direction of B makes an angle $\theta$ with the $x$ axis, and its center of mass coordinates are $(0,0,z)$ ($z >> R$), find the angle $\theta_{\oplus}$ that B can maintain stable equilibrium with the $x$ axis. Stable equilibrium means that if B's magnetic moment direction deviates slightly from $\theta_{\oplus_{\tt G}^{\tt G}}$, there will still be a tendency to return to the original direction.",,
604,THERMODYNAMICS,"Consider a material with emissivity $e$, which consists of two large parallel plates, $A$ and $B$, with constant temperatures $T_{A}$ and $T_{B}$, where $T_{A} > T_{B}$. The emissivities of $\boldsymbol{A}$ and $\boldsymbol{B}$ are $e_{1}$ and $e_{2}$, respectively. Find the net heat flow $J$ from $A$ to $B$.",,
620,OPTICS,"As is well known, the human eye is most sensitive to green light around $532 \mathrm{nm}$, so a laser at this wavelength can cause the most damage if it directly hits the eye.  Consider an optical system where the refractive index on the left side is $n_{1}$, and the refractive index on the right side is $n_{2}$. A point $A$ on the optical axis is perfectly imaged at point $A'$. It is known that the angle between the light emitted from $A$ and the optical axis is $u$, and the angle between the light received at $A'$ and the optical axis is $u'$. For another point $B$, which is very close to the optical axis and at a perpendicular distance $\delta y$ from $A$, it can also be perfectly imaged at point $B'$ on the image plane.  Place a green laser pointer at point $O$, located at a distance $R$ from point $A$ along the line of the light emitted from $A$ at an angle $u$ to the optical axis, but extending in the opposite direction. The laser beam has a divergence angle of $\theta \ll 1$ and is incident at a small angle $u+\theta/2$ with the optical axis. Find the minimum distance that the eye needs to maintain from the optical axis in the original $A'B'$ image plane region below the optical axis to avoid being damaged by the green laser.",,
218,OPTICS,"Humans utilized the reflection of the ionosphere to achieve the first transatlantic wireless communication, and the ionosphere is also the most crucial auxiliary weapon in modern electronic warfare. Imagine ultra-high precision directional signal transmission (emitting signals only in one precise direction), using extremely high-frequency signals to eliminate diffraction, striving to achieve ""imaging communication"" (where both parties are precisely positioned at each other's image points), and converging the transmitted electromagnetic waves at the receiving site (thus achieving fixed-point signal reception). Here, ""imaging communication"" means that the two points of the object can achieve convergence under the third-order small quantity approximation. Since an ellipse can achieve ideal imaging, if the reflective surface is similar to an ellipse within certain precision and range, then ideal imaging can be realized. Only consider signal propagation within a plane. The angular separation between the signal source and the receiving station with respect to the Earth's center is $\varphi$. Consider ground-to-ground communication with a single reflection; the base height of the ionosphere is $z$, and the Earth's radius is $R$. $\varphi=2\operatorname{arccos}R/(R+z)$, if the maximum deviation angle of the transmitted signal from the set value is $\alpha(\alpha\ll1)$, calculate how far from the ground the receiving station can be to receive the signal, and assume $z\ll R$ in this question.",,
641,MECHANICS,"A particle \( P \) with a mass of \( m \) is subjected to a constant force of magnitude \( F \) that always points towards point \( O \). Initially, \( P \) is at a distance \( r_{0} \) from \( O \) and has a velocity perpendicular to \( OP \) with a magnitude of \(  u_{0} \) (\( u_{0} > \sqrt{\frac{F r_{0}}{m}}\)). At the moment when the particle \( P \) reaches its farthest point from \( O \), an impulse is applied to it so that \( P \) can perform uniform circular motion. At some point during its subsequent movement, a perturbation is applied to \( P \) along the radial direction. Find the period \( T \) of the radial oscillation of particle \( P \).
",,
753,ELECTRICITY,"In a certain space, there is a uniform magnetic field $ \vec{B} = B_0 \hat{z}(B_0 > 0)$ in the region where $y > 0$. A homogeneous ring with a mass $M$, radius $R$, insulated and with a charge per unit length of $ \lambda$, moves with a velocity $ \vec{v} = v_0 \hat{y}(v_0 > 0)$. At time $t = 0$, the ring is located in the $xy$ plane, and the center of the ring is at $(0, -R, 0)$. Ignore the effects of all non-electromagnetic forces. Find the minimum initial velocity $v_{1}$ required for the ring to completely enter the magnetic field.",,
727,MECHANICS,"A bomb explodes at a height $H$, splitting into many small fragments. After the explosion, each fragment is projected outward with the same velocity $u$ in all directions (with uniform angular distribution).   Afterwards, all fragments fall to the ground, experiencing completely inelastic collisions upon landing.   Find the distribution radius \(R\) of the bomb debris.
",,
781,ELECTRICITY,"In a vacuum, there is an infinitely long thin-walled conductive cylinder with a cross-sectional radius of $R$, carrying a uniform and constant azimuthal current $I$. The cylinder is cut along the axial direction into two halves, separated by a very short distance, assuming the current distribution remains unchanged. Given that the permeability of the vacuum is $ \mu_0$, find the force per unit length between the two halves.",,
